Complex_ID,Complex_Name,Subunits_UniProt_IDs,Database
Complex_622,"RICH1/AMOT polarity complex, Flag-Amot precipitated","Q8N3R9, Q5T2T1, Q8IY63, Q4VCS5, Q9Y2J4, Q8NI35, O75970, Q68EM7","CORUM_Core, CORUM_All"
Complex_623,"SNARE complex (Stx2, Snap25, Vamp2)","P84087, P60881, P63045, P63041, P21707, P50279","CORUM_Core, CORUM_All"
Complex_624,"SNARE complex (Stx4, Snap25, Vamp2)","P63045, P60881, P21707, Q08850","CORUM_Core, CORUM_All"
Complex_625,"SNARE complex (Stx1a, Snap25, Vamp8)","P32851, P60881, Q9WUF4","CORUM_Core, CORUM_All"
Complex_626,"SNARE complex (Stx2, Snap25, Vamp8)","Q9WUF4, P60881, P50279","CORUM_Core, CORUM_All"
Complex_627,"SNARE complex (Stx3, Snap25, Vamp8)","Q08849, P60881, Q9WUF4","CORUM_Core, CORUM_All"
Complex_628,"SNARE complex (Stx4, Snap25, Vamp8)","Q9WUF4, P60881, Q08850","CORUM_Core, CORUM_All"
Complex_629,CRB3-PALS1-PATJ cell polarity complex,"E2QY99, Q8QZT4, E2QYC9","CORUM_Core, CORUM_All"
Complex_630,"SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)","P70280, O70404, O70439, Q9JKK1, P63024, P70452, O88384","CORUM_Core, CORUM_All"
Complex_631,DNMT1-EHMT2-PCNA complex,"P26358, Q96KQ7, P12004","CORUM_Core, CORUM_All"
Complex_632,Par-3-p75NTR complex,"Q99NH2, Q9Z0W1","CORUM_Core, CORUM_All"
Complex_633,DNMT1-EHMT2 complex,"P26358, Q96KQ7","CORUM_Core, CORUM_All"
Complex_634,Srf-Myocd-Msx1 complex,"Q9QUG0, Q8R5I7, D3ZHH8","CORUM_Core, CORUM_All"
Complex_635,Srf-Myocd-Msx2 complex,"P52953, Q8R5I7, D3ZHH8","CORUM_Core, CORUM_All"
Complex_636,TRAP-SMCC mediator complex,"Q9BUE0, Q9NX70, Q96G25, Q9P086, Q71SY5, Q15648, Q15528, Q9NVC6, A0JLT2, Q9NPJ6","CORUM_Core, CORUM_All"
Complex_637,aPKC-PAR-6-PAR-3 cell polarity complex,"E2R0N0, F1PG28, F1PFK4","CORUM_Core, CORUM_All"
Complex_638,"SNARE complex (Stx1a, Snap29)","P32851, Q9Z2P6",CORUM_All
Complex_639,"SNARE complex (STX1A, SNAP29)","O95721, Q16623","CORUM_Core, CORUM_All"
Complex_640,"SNARE complex (VAMP3, VAMP4, VAMP8, STX6)","Q15836, O43752, O75379, Q9BV40","CORUM_Core, CORUM_All"
Complex_641,"SNARE complex (VAMP3, VAMP4, STX16)","O14662, Q15836, O75379","CORUM_Core, CORUM_All"
Complex_642,"SNARE complex (VAMP3, STX6, VTI1A)","Q15836, O43752, Q96AJ9","CORUM_Core, CORUM_All"
Complex_643,"SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)","O43752, Q9UEU0, O75379, Q96AJ9, O14662","CORUM_Core, CORUM_All"
Complex_644,PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex,"P13861, P31323, P24588, P08588","CORUM_Core, CORUM_All"
Complex_645,"SNARE complex (Vamp4, Stx6, Stx16, Vti1b)","D4A560, B5DF99, Q63635, P58200","CORUM_Core, CORUM_All"
Complex_646,"SNARE complex (Vamp4, Stx6, Stx16, Vti1a)","D4A560, B5DF99, Q63635, Q9JI51","CORUM_Core, CORUM_All"
Complex_647,PARD3-PARD6A-PRKCI complex,"F1PG28, F1PFK4, J9P3Q8","CORUM_Core, CORUM_All"
Complex_648,PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex,"P60952, F1PG28, F1PFK4, P62999, J9P3Q8","CORUM_Core, CORUM_All"
Complex_649,GluR1-cadherin-catenin complex,"Q9Z1Y3, Q9WU82, P19490","CORUM_Core, CORUM_All"
Complex_650,Glur4-cadherin-catenin complex,"Q9Z1Y3, P19493, Q9WU82","CORUM_Core, CORUM_All"
Complex_651,Glur2-Glur4-Plp-Itgav complex,"P19491, P60203, P19493, F1LZX9","CORUM_Core, CORUM_All"
Complex_652,MTA1-HDAC core complex,"Q09028, Q16576, Q92769, Q6IT96, O95983, Q13330","CORUM_Core, CORUM_All"
Complex_653,PAR-3-PKCz-Tiam2 complex,"P09217, D3ZMS5, Q9Z340","CORUM_Core, CORUM_All"
Complex_654,Par3-Prkcz-Tiam1 complex,"P09217, D3ZWV8, Q9Z340","CORUM_Core, CORUM_All"
Complex_655,PAR-3-aPKC-Tiam2 complex,"D3ZMS5, F1M7Y5, Q9Z340","CORUM_Core, CORUM_All"
Complex_656,PAR-3-aPKC-Tiam1 complex,"F1M7Y5, D3ZWV8, Q9Z340","CORUM_Core, CORUM_All"
Complex_657,Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex,"P97701, Q6B4M5, Q9Z340, D3ZMS5, Q8CFN2","CORUM_Core, CORUM_All"
Complex_658,"hMediator complex (MED23, CDK8, CCNC, MED7)","P24863, Q9ULK4, P49336, O43513","CORUM_Core, CORUM_All"
Complex_659,CDK8-CyclinC-Mediator complex,"P24863, P49336","CORUM_Core, CORUM_All"
Complex_660,Par-3-KIF3A-PKC-zeta complex,"P09217, Q9WV62, Q9Z340","CORUM_Core, CORUM_All"
Complex_661,Mediator complex 2,"O75586, O60244, Q9ULK4","CORUM_Core, CORUM_All"
Complex_662,Kif3a-Pard3-Prkci complex,"Q9WV62, F1M7Y5, Q9Z340","CORUM_Core, CORUM_All"
Complex_663,RET-Rai complex,"Q92529, P07949","CORUM_Core, CORUM_All"
Complex_664,SHC3-GAB1 complex,"Q92529, Q13480","CORUM_Core, CORUM_All"
Complex_665,KIF3A/B-PAR-3-aPKC-PAR-6 complex,"Q9Y496, Q8TEW0, P41743, O15066, Q9NPB6","CORUM_Core, CORUM_All"
Complex_666,"SNARE complex (Stx5, Gosr1, Bet1, Gef2)","Q62931, P60522, Q08851, Q62896","CORUM_Core, CORUM_All"
Complex_667,ARC92-Mediator complex,"Q9UHV7, O60244, Q13503, O43513, Q96RN5, P49336, Q71SY5, Q9ULK4, O75448, P24863, Q15648, O95402, Q93074, Q9NVC6, O75586, Q9Y2X0","CORUM_Core, CORUM_All"
Complex_668,CRSP-Mediator 2 complex,"Q9BUE0, O60244, O43513, Q96RN5, Q9ULK4, O75448, Q9NVC6, O75586, Q9Y2X0, Q9NPJ6","CORUM_Core, CORUM_All"
Complex_669,Par3-Apc-Kif3a complex,"Q9WV62, P70478, Q9Z340","CORUM_Core, CORUM_All"
Complex_670,FGFR1-KAL11 complex,"P23352, P11362","CORUM_Core, CORUM_All"
Complex_671,PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex,"F1PBL1, F1PG28, E2QY99, F1PFK4, E2QYC9, Q8QZT4, J9P3Q8","CORUM_Core, CORUM_All"
Complex_672,"SNARE complex (SNAP23, STX1A)","O00161, Q16623","CORUM_Core, CORUM_All"
Complex_673,MPP5-PARD3-PRKCI-YWHAZ complex,"F1PBL1, E2QY99, F1PFK4, F1PG28","CORUM_Core, CORUM_All"
Complex_674,CERF complex (CECR2-containing remodeling factor complex),"P28370, Q9BXF3","CORUM_Core, CORUM_All"
Complex_675,PAR3-PAR6-PALS1 complex,"Q9NPB6, Q8TEW0, Q8N3R9","CORUM_Core, CORUM_All"
Complex_676,PAR3-PATJ-PALS1 complex,"E2QY99, F1PFK4, E2QYC9","CORUM_Core, CORUM_All"
Complex_677,Remodeling and spacing factor (RSF) complex,"Q96T23, O60264","CORUM_Core, CORUM_All"
Complex_678,SNF2L-RSF1 complex,"Q96T23, P28370","CORUM_Core, CORUM_All"
Complex_679,Toposome,"Q96SB4, Q08945, P11388, P07910, Q6P2Q9, Q08211, Q9NR30","CORUM_Core, CORUM_All"
Complex_680,SCRIB-LGL2 complex,"Q6P1M3, Q14160","CORUM_Core, CORUM_All"
Complex_681,CENP-A NAC complex,"Q96H22, Q03188, Q71F23, Q9H3R5, Q96BT3, Q9NSP4","CORUM_Core, CORUM_All"
Complex_682,SCRIB-VANGL2 complex,"Q14160, Q9ULK5","CORUM_Core, CORUM_All"
Complex_683,CEN complex,"Q16531, Q06587, Q02241, Q15007, Q9HC52, Q13619, Q9BXP5, Q9NSP4, P35226, Q9Y5B9, Q8N1F7, Q69YN4, Q08945, Q5T200, Q92674, O60264, Q9BS16, Q8NEM2, P22087, Q9BU64, P07199, Q96T23, Q03188, Q99496, P11142, Q92620, Q9H0H5, P49450, Q71F23, Q9H3R5, Q96JP5, Q13185, Q53SF7, Q9BZH6, P11021, Q6T4P5, Q8N0S6","CORUM_Core, CORUM_All"
Complex_684,SCRIB-GIT1-ARHGEF7 complex,"Q14155, Q9Y2X7, Q14160, Q13153","CORUM_Core, CORUM_All"
Complex_685,Scrib-Git1-Arhgef7 complex,"Q9ES28, Q68FF6, Q80U72","CORUM_Core, CORUM_All"
Complex_686,Ppar(alpha)-Pric320 complex,"P37230, Q8BYH8","CORUM_Core, CORUM_All"
Complex_687,SCRIB-APC complex,"Q14160, P25054","CORUM_Core, CORUM_All"
Complex_688,FACT-NEK9 complex,"Q08945, Q9Y5B9, Q8TD19","CORUM_Core, CORUM_All"
Complex_689,Scrib-APC-beta-catenin complex,"Q61315, Q02248, Q80U72","CORUM_Core, CORUM_All"
Complex_690,FACT complex,"Q08945, Q9Y5B9","CORUM_Core, Humap2, CORUM_All"
Complex_691,"FACT complex, UV-activated","P67870, Q08945, Q9Y5B9, P68400, P19784","CORUM_Core, CORUM_All"
Complex_692,Dysferlin-Dhpr complex,"D4A6X1, Q02485","CORUM_Core, CORUM_All"
Complex_693,AnnexinVI-Fyn-Pyk2-RasGAP complex,"P70600, P48037, Q62844, P50904","CORUM_Core, CORUM_All"
Complex_694,Arf1-Ap1g1-Ap1b1 complex,"P52303, B2RYN6, P84079","CORUM_Core, CORUM_All"
Complex_695,Cd44-Ots8 complex,"P26051, Q64294","CORUM_Core, CORUM_All"
Complex_696,"Class C Vps complex (VPS11, VPS18, STX7)","O15400, Q9H270, Q9P253","CORUM_Core, CORUM_All"
Complex_697,"Class C Vps complex (VPS11, VPS18, VPS16)","Q9P253, Q63615, Q9H270, Q9H269","CORUM_Core, CORUM_All"
Complex_698,"Class C Vps complex (hVPS11, hVPS18, rVPS33a )","Q9H269, Q9P253, Q9H270, Q63615","CORUM_Core, CORUM_All"
Complex_699,CDC7-DBF7 complex,"O00311, Q9UBU7","CORUM_Core, CORUM_All"
Complex_700,Kif17-Lin10 complex,"Q922R1, Q99PW8","CORUM_Core, CORUM_All"
Complex_701,"SNARE complex (Stx1a, Snap25, Stxbp5)","P32851, P60881, Q9WU70","CORUM_Core, CORUM_All"
Complex_702,Fmrp-Lgl complex,"Q80Y17, P35922","CORUM_Core, CORUM_All"
Complex_703,Kif13a-AP1 complex,"P35585, P22892, Q8CA55, O35643","CORUM_Core, CORUM_All"
Complex_704,Vcp-Ufd1-Npl4-IP3 receptor complex,"Q01853, P11881, P60670, P70362",CORUM_All
Complex_705,p97-Ufd1-Npl4-IP3 receptor complex,"P29994, Q9ES53, Q9ES54, P46462","CORUM_Core, CORUM_All"
Complex_706,LLGL2-PAR-6B-PRKCI complex,"Q6P1M3, Q9BYG5, P41743","CORUM_Core, CORUM_All"
Complex_707,PAR-3-PAR-6B-PRKCI complex,"Q8TEW0, Q9BYG5, P41743",CORUM_All
Complex_708,Ufd1-Npl4 complex,"Q9ES53, Q9ES54","CORUM_Core, CORUM_All"
Complex_709,LLGL1-PAR-6B-PRKCI complex,"Q7L0Y3, Q9BYG5, P41743, Q15334","Heusel_CSB_2019, CORUM_All, Heusel_StringDB_2019, CORUM_Core, Heusel_BioPlex_2019"
Complex_710,p47-Vcp complex,"P46462, O35987","CORUM_Core, CORUM_All"
Complex_711,Tamalin-mGluR1a-cytohesin complex,"Q8R4T5, P23385, P63035","CORUM_Core, CORUM_All"
Complex_712,Tamalin-mGluR1a complex,"Q8R4T5, P23385",CORUM_All
Complex_713,Tamalin-mGluR5 complex,"Q8R4T5, P22756","CORUM_Core, CORUM_All"
Complex_714,mPar6c-Mlgl-aPKC complex,"Q62074, Q9Z101, Q80Y17","CORUM_Core, CORUM_All"
Complex_715,Rab27a-Mlph-Myo5a complex,"Q99104, Q9ERI2, Q91V27","CORUM_Core, CORUM_All"
Complex_716,Pallidin-Mu complex,"Q9R0C0, Q8R015","CORUM_Core, CORUM_All"
Complex_717,Crb1-Mupp1-Pals1-Mpp4 complex,"Q6P7F1, Q8VHS2, Q9JLB2, Q8VBX6","CORUM_Core, CORUM_All"
Complex_718,Rab11Fip2-Ap2a complex,"P17426, Q3U366","CORUM_Core, CORUM_All"
Complex_719,Rab11-Fip2-Reps1 complex,"O54916, Q3U366","CORUM_Core, CORUM_All"
Complex_720,Sec61alpha-CollagenIV-Hsp47 complex,"P02463, P61620, P19324","CORUM_Core, CORUM_All"
Complex_721,EED-EZH2 complex,"Q09028, Q15910, Q15022, Q6ZN18, O75530","CORUM_Core, CORUM_All"
Complex_722,Ocrl-Cdc42 complex,"Q6NVF0, P60766","CORUM_Core, CORUM_All"
Complex_723,"SNARE complex (Stx3, Snap25, Vamp2, Syt1)","Q08849, P63045, P60881, P21707","CORUM_Core, CORUM_All"
Complex_724,"SNARE complex (Stx3, Snap25, Vamp2, Cplx2)","Q08849, P63045, P84087, P60881","CORUM_Core, CORUM_All"
Complex_725,Agap11-AP3 complex,"Q8R2R9, Q8BXK8, Q9JKC8, Q8BSZ2, Q9Z1T1","CORUM_Core, CORUM_All"
Complex_726,Tubulin polyglutamylase complex,"Q66JT5, Q99MS8, Q9CQM0, Q91YK0, Q91V51","CORUM_Core, CORUM_All"
Complex_727,Kif5a-Dtnb-Dtna complex,"D4A772, Q6QLM7, P84060","CORUM_Core, CORUM_All"
Complex_728,Kif5b-Dtnb complex,"Q61768, O70585","CORUM_Core, CORUM_All"
Complex_729,GAA1-GPI8-PIGT-PIG-PIGS complex,"Q969N2, O43292, Q9H490, Q96S52, P11021, Q92643","CORUM_All, Heusel_StringDB_2019, CORUM_Core, Heusel_BioPlex_2019, Humap2, Havugimana_2012"
Complex_730,KIN17-PCNA-RPA70 complex,"O60870, P27694, P12004","CORUM_Core, CORUM_All"
Complex_731,p23 protein complex,"Q15185, Q86W51, P22626","CORUM_Core, CORUM_All"
Complex_732,TorsinA-TorsinB complex,"O14656, O14657","CORUM_Core, CORUM_All"
Complex_733,DNA synthesome complex,"P17918, Q01320, P20664, Q9EQ28, P33609, O35654, P33611, Q9CWP8, P33610, P37913, Q04750, P52431","CORUM_Core, CORUM_All"
Complex_734,Cask-Dlg1 complex,"O70589, Q811D0","CORUM_Core, CORUM_All"
Complex_735,RC complex (Replication competent complex),"P24941, P35251, P40937, P35249, P20248, P09884, P40938, Q14181, P35250","CORUM_Core, CORUM_All"
Complex_736,RC complex during S-phase of cell cycle,"P24941, P18858, P35251, P06493, P20248, P09884, P11387, P28340, P35244, Q07864, P14635, P09874, P27694, P15927, P35250","CORUM_Core, CORUM_All"
Complex_737,Caveolin complex,"P63259, P60711, P41350, P20070, Q2IBC5, Q9Z2S9","CORUM_Core, CORUM_All"
Complex_738,CAK core complex (Cdk-activating kinase core complex),"P50613, P51946","CORUM_Core, CORUM_All"
Complex_739,CAK complex (Cdk-activating kinase complex),"P51948, P28715, P50613, P18074, O94888, P51946","Heusel_CSB_2019, CORUM_Core, Humap2, CORUM_All"
Complex_740,"SNARE complex (Stx1a,1b,7,13, Rtn1, Vamp2)","P61265, G3V7P1, P63045, Q64548, P32851, O70257","CORUM_Core, CORUM_All"
Complex_741,Pcdhga1-Pcdha4 complex,"O88689, Q91XZ0","CORUM_Core, CORUM_All"
Complex_742,Pcdhga1-Pcdhgb2 complex,"O88689, Q91XX7","CORUM_Core, CORUM_All"
Complex_743,Pcdhga1-Pcdhga3 complex,"O88689, Q91XY5","CORUM_Core, CORUM_All"
Complex_744,Pcdhga1-Pcdhgb4 complex,"O88689, Q91XX6","CORUM_Core, CORUM_All"
Complex_745,Pcdha7-Pcdhgb4 complex,"Q91Y13, Q91XX6","CORUM_Core, CORUM_All"
Complex_746,Pcdha7-Pcdhga3 complex,"Q91XY5, Q91Y13","CORUM_Core, CORUM_All"
Complex_747,Pcdha7-Pcdhgb2 complex,"Q91Y13, Q91XX7","CORUM_Core, CORUM_All"
Complex_748,Pcdha7-Pcdhga1 complex,"Q91Y13, Q91XZ0","CORUM_Core, CORUM_All"
Complex_749,Fgr-Pyk2-p190RhoGap complex,"Q91YM2, P14234, Q9QVP9","CORUM_Core, CORUM_All"
Complex_750,Par3-Prkcz-Tiam1 complex,"Q60610, Q02956, Q99NH2",CORUM_All
Complex_751,Baiap2-Tiam1 complex,"Q6GMN2, D3ZWV8","CORUM_Core, CORUM_All"
Complex_752,Calreticulin-Tnfr1-Tradd complex,"G1TNY9, P15253, G1SYP2","CORUM_Core, CORUM_All"
Complex_753,Ppp1r9b-Tiam1 complex,"O35274, D3ZWV8","CORUM_Core, CORUM_All"
Complex_754,"SNARE complex (Stx4, Vamp7, Snap23, Syt7)","Q08850, Q9JHW5, Q62747, O70377","CORUM_Core, CORUM_All"
Complex_755,HNF4A-SUB1 complex,"P41235, P53999","CORUM_Core, CORUM_All"
Complex_756,ORC 2-4 complex (origin recognition 2-4 complex),"O43929, Q9UBD5, Q13416, O43913",CORUM_All
Complex_757,OAP-1-OSP/claudin-11-ITGB1 complex,"P09055, Q60771, Q9QY33","CORUM_Core, CORUM_All"
Complex_758,TFIIH transcription factor core complex,"Q6P1K8, P32780, Q13888, P19447, Q6ZYL4, Q92759, Q13889","CORUM_Core, Humap2, CORUM_All"
Complex_759,PCNA-PAF complex,"Q15004, P12004","CORUM_Core, CORUM_All"
Complex_760,p33ING1b-PCNA complex,"Q15004, Q9UK53","CORUM_Core, CORUM_All"
Complex_761,Alpha-dystrobrevin-ZO-1-actin complex,"Q9Y4J8, Q07157, P60709","CORUM_Core, CORUM_All"
Complex_762,SRA-SRC-1 ribonucleoprotein complex,"Q15788, Q9HD15","CORUM_Core, CORUM_All"
Complex_763,Car-Lnx2 complex,"P97792, Q91XL2","CORUM_Core, CORUM_All"
Complex_764,Car-Jam3 complex,"P97792, Q9D8B7","CORUM_Core, CORUM_All"
Complex_765,Snurportin-CRM1-RanGTP complex,"P62826, O14980, O95149","CORUM_Core, CORUM_All"
Complex_766,Lnx1-Jam4 complex,"O70263, Q7TSN7",CORUM_All
Complex_767,Lnx1-Jam4-Numb complex,"O70263, Q7TSN7, Q9QZS3","CORUM_Core, CORUM_All"
Complex_768,Hnf4-Pc4 complex,"P49698, P11031",CORUM_All
Complex_769,Vdr-Med4 complex,"P48281, Q9CQA5","CORUM_Core, CORUM_All"
Complex_770,"Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)","Q9UKB1, P62877, Q13616, P63208","CORUM_Core, CORUM_All"
Complex_771,ESR1-RELA-BCL3-NCOA3 complex,"P20749, P03372, Q04206, Q9Y6Q9","CORUM_Core, CORUM_All"
Complex_772,ZNF198-PML complex,"P29590, Q9UBW7","CORUM_Core, CORUM_All"
Complex_773,ZNF198-SUMO1 complex,"P63165, Q9UBW7","CORUM_Core, CORUM_All"
Complex_774,DIPA-MCRS1 complex,"Q96EZ8, Q15834","CORUM_Core, CORUM_All"
Complex_775,"SNX complex (SNX1, SNX6)","Q13596, Q9UNH7","CORUM_Core, CORUM_All"
Complex_776,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","O60749, Q9UBQ0, Q96QK1, Q4G0F5, Q13596","CORUM_Core, CORUM_All"
Complex_777,BAR-BCL2-CASP8 complex,"Q9NZS9, Q14790, P10415","CORUM_Core, CORUM_All"
Complex_778,GRASP-GRP1 complex,"O43739, Q7Z6J2","CORUM_Core, CORUM_All"
Complex_779,IFP35-NMI complex,"P80217, Q13287","CORUM_Core, Humap2, CORUM_All"
Complex_780,mPar6c-Mlgl-aPKCz complex,"Q02956, Q9Z101, Q80Y17","CORUM_Core, CORUM_All"
Complex_781,CD8A-LCK complex,"P06239, P01732","CORUM_Core, CORUM_All"
Complex_782,12S U11 snRNP,"Q9BV90, Q96GM8, P62304, P62316, Q16629, Q8N8D1, P14678, P62308, P67809, Q16560, Q9H875, P62306, Q6IEG0, P62318, P62314","CORUM_Core, CORUM_All"
Complex_783,FIF-FGR2 complex,"Q9BZZ5, P09038","CORUM_Core, CORUM_All"
Complex_784,"SNX complex (SNX1, SNX1a, SNX2, SNX4)","P16234, O60749, O95219, P00533, P48357, Q13596, P06213","Heusel_CSB_2019, CORUM_Core, CORUM_All"
Complex_785,PKD2-FPC complex,"P08F94, Q13563","CORUM_Core, CORUM_All"
Complex_786,Pkd2-Pkhd1 complex,"E9PZ36, O35245","CORUM_Core, CORUM_All"
Complex_787,Pkd2-Fpc-Kif3b complex,"Q8CIS7, Q61771, O35245","CORUM_Core, CORUM_All"
Complex_788,KIF3A-PKD2-PKHD1 complex,"F6UP44, E2RK30, F1PGE3","CORUM_Core, CORUM_All"
Complex_789,P-TEFb.1 complex,"O60563, P50750","Humap2, CORUM_Core, Heusel_StringDB_2019, CORUM_All"
Complex_790,P-TEFb.2 complex,"O60583, P50750","CORUM_Core, Humap2, CORUM_All"
Complex_791,P-TEFb.4 complex,"P50750, O75909","CORUM_Core, CORUM_All"
Complex_792,Tiam2-PAR-3-aPKC-PAR-6-Rac1-GTP complex,"P97701, Q6RUV5, Q6B4M5, Q9Z340, D3ZMS5","CORUM_Core, CORUM_All"
Complex_793,DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1,"O00764, P49916, P06746, Q969S2, P18887","CORUM_Core, CORUM_All"
Complex_794,DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1,"O00764, Q96FI4, P49916, P06746, P18887","CORUM_Core, CORUM_All"
Complex_795,BIRC5-AURKB-INCENP-EVI5 complex,"O60447, Q96GD4, Q9NQS7, O15392","CORUM_Core, CORUM_All"
Complex_796,PRNP-ApolopoproteinE3 complex,"Q13791, P04156","CORUM_Core, CORUM_All"
Complex_797,VAM1-VELI1 complex,"O14910, Q9NZW5","CORUM_Core, CORUM_All"
Complex_798,APLG1-Rababtin5 complex,"O43747, Q15276","CORUM_Core, CORUM_All"
Complex_799,PCNA-KU antigen complex,"P12956, P13010, P12004","CORUM_Core, CORUM_All"
Complex_800,Frataxin complex,"Q9HD34, Q9Y4W6, O75964, P31040, Q16595, P10809, P38646","CORUM_Core, CORUM_All"
Complex_801,DNA synthesome complex (13 subunits),"Q9NRF9, P56282, P35251, P12004, P49642, P49643, P11388, Q9NR33, Q15054, P09884, P11387, P28340, Q07864, P49005, Q14181, P27694, Q9HCU8","CORUM_Core, CORUM_All"
Complex_802,DNA polymerase alpha-primase complex,"P49643, P49642, P09884, Q9ULX3, Q14181","Heusel_CSB_2019, CORUM_All, Heusel_StringDB_2019, CORUM_Core, Heusel_BioPlex_2019, Humap2, Havugimana_2012"
Complex_803,transcription factor IIIC multisubunit complex,"Q9Y5Q9, Q9UKN8, Q92664, Q969F1, Q86U86, P11387, P53999, Q8WUA4, Q12789, Q9Y5Q8","Havugimana_2012, CORUM_Core, Humap2, CORUM_All"
Complex_804,"Wave1-Bcl-xl-Pancortin-2 complex, focal ischemic stroke induced","Q8R5H6, Q61337, O88998","CORUM_Core, CORUM_All"
Complex_805,"SNX complex (SNX1, SNX1a, TFRC)","Q13596, P02786","CORUM_Core, CORUM_All"
Complex_806,DNA synthesome complex (15 subunits),"Q9NRF9, P56282, P35251, P18858, P12004, P49642, P49643, Q9NR33, Q15054, P11388, P09884, P11387, P28340, Q07864, P49005, Q14181, P27694, Q9HCU8","CORUM_Core, CORUM_All"
Complex_807,DNA polymerase alpha,"P33609, P33611","CORUM_Core, CORUM_All"
Complex_808,Psd-Actn1 complex,"Q5DTT2, Q7TPR4","CORUM_Core, CORUM_All"
Complex_809,5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex,"Q92994, Q9UKN8, Q92664, Q9Y5Q9, P20226, Q9Y5Q8, Q8WUA4, Q12789, A6H8Y1","CORUM_Core, CORUM_All"
Complex_810,Cdk5-Cdk5r1 complex,"P49615, P61809","CORUM_Core, CORUM_All"
Complex_811,CRM1-Survivin-AuroraB mitotic complex,"O14980, Q96GD4, O15392","CORUM_Core, CORUM_All"
Complex_812,CRM1-Survivin mitotic complex,"O14980, O15392","CORUM_Core, CORUM_All"
Complex_813,"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)","Q96GD4, Q9NQS7, O15392, Q53HL2","CORUM_Core, CORUM_All"
Complex_814,WNK1-OSR1 complex,"O95747, Q9H4A3","CORUM_Core, CORUM_All"
Complex_815,Smcb-Smcd-PW29 complex,"Q9CW03, Q9CU62, Q61550","CORUM_Core, CORUM_All"
Complex_816,WNK1-SPAK complex,"Q9UEW8, Q9H4A3","CORUM_Core, CORUM_All"
Complex_817,"SNARE complex (Snap25, Stx1a, Vamp2, Cplx1, Cplx3)","P60881, Q08849, P63045, Q80WM3, P32851, P63041, Q8R1B5","CORUM_Core, CORUM_All"
Complex_818,"SNARE complex (Snap25, Stx1a, Vamp2, Cplx3, Cplx4)","P60881, Q08849, P63045, Q80WM3, P32851, P63041, Q8R1B5",CORUM_All
Complex_819,Shps1-Fyb-Skap55r complex,"O35601, Q3UND0, P97797","CORUM_Core, CORUM_All"
Complex_820,Shps1-Pyk2 complex,"Q9QVP9, P97797","CORUM_Core, CORUM_All"
Complex_821,"Complexin complex (Stx3, Cplx1, Cplx3)","Q08849, P63041, Q8R1B5",CORUM_All
Complex_822,Hip1R-cortactin complex,"Q14247, O75146","CORUM_Core, CORUM_All"
Complex_823,RFC2-RIalpha complex,"P30153, P35250","CORUM_Core, CORUM_All"
Complex_824,RFC2-RIalpha complex,"P30153, P35249","CORUM_Core, CORUM_All"
Complex_825,ATR-HDAC2 complex,"Q92769, Q13535","CORUM_Core, CORUM_All"
Complex_826,ATR-HDAC2-CHD4 complex,"Q92769, Q14839, Q13535","CORUM_Core, CORUM_All"
Complex_827,Mss4-Itga3 complex,"Q62470, Q91X96","CORUM_Core, CORUM_All"
Complex_828,Mss4-Itga7 complex,"Q91X96, Q61738","CORUM_Core, CORUM_All"
Complex_829,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)","P60880, Q8WVH0, Q13277, Q7Z7G2, O14810, Q16623, P63027","CORUM_Core, CORUM_All"
Complex_830,"Complexin complex (STX3, CPLX1, CPLX3)","Q13277, Q8WVH0, O14810","CORUM_Core, CORUM_All"
Complex_831,CF IIAm complex (Cleavage factor IIAm complex),"Q01081, O94913, P26368, O60231, P49959, Q14444, O43809, Q07157, Q9UKF6, P19447, Q92989, P26599, Q8N684, Q16630, Q92759, P23246","CORUM_Core, CORUM_All"
Complex_832,SMN complex,"P62304, Q9UHI6, P62316, O14893, P14678, P62308, Q16637, P62306, P62318, P62314",CORUM_All
Complex_833,SMN complex,"P62304, Q9UHI6, P62316, P09012, O14893, P14678, P62308, P63162, Q16637, Q9Y3F4, Q9H840, P62306, Q9NWZ8, P62318, Q8WXD5, Q8TEQ6, P62314, P57678","CORUM_Core, CORUM_All"
Complex_834,Cleavage and polyadenylation factor (CPSF),"Q9C0J8, Q92797, Q9UKF6, Q10570, Q6UN15, Q9P2I0, O95639, Q92876","CORUM_Core, Humap2, CORUM_All"
Complex_835,CPSF6-NUDT21 complex,"A0A0D9QYM3, A0A0D9QW47","CORUM_Core, CORUM_All"
