Protein A,Protein B
Q86VU5,Q15046
Q86VU5,Q86W92
Q86VU5,Q92538
Q86VU5,Q86TM6
Q86VU5,O14981
Q86VU5,P46020
Q86VU5,Q71U36
Q86VU5,Q9BQE3
Q86VU5,Q9BW27
Q86VU5,O15173
Q86VU5,O94898
Q86VU5,Q9UBB4
Q86VU5,P57740
Q86VU5,Q08AM6
Q86VU5,Q9NRY2
Q86VU5,Q96F07
Q86VU5,Q8TCG1
Q86VU5,Q86Y56
Q86VU5,Q96A65
Q86VU5,Q8ND76
Q86VU5,Q8N7R7
Q86VU5,Q9UI26
Q86VU5,Q96JB2
Q86VU5,Q96ED9
Q86VU5,Q9Y376
Q86VU5,Q9UBB9
Q86VU5,Q969Z0
Q86VU5,O43760
Q86VU5,P51674
Q86VU5,Q6YHU6
Q86VU5,Q8N461
Q86VU5,O95347
Q86VU5,Q8NFH4
Q86VU5,A2RTX5
Q86VU5,Q29RF7
Q86VU5,Q8WTW3
Q86VU5,Q96AQ6
Q86VU5,Q9UPN7
Q86VU5,Q6IBW4
Q86VU5,Q9Y5L0
Q86VU5,Q68E01
Q86VU5,P83436
Q86VU5,Q9UHW5
Q86VU5,Q96KP1
Q86VU5,P42695
Q86VU5,Q96HW7
Q86VU5,Q15021
Q86VU5,O15084
Q86VU5,Q6IN85
Q86VU5,Q8WXD5
Q86VU5,Q96CB8
Q86VU5,Q9NR50
Q86VU5,Q9BQ15
Q86VU5,Q9BRT8
Q86VU5,Q9NTJ3
Q86VU5,O15397
Q86VU5,Q8N3P4
Q86VU5,Q9UBB6
Q86VU5,O94768
Q86VU5,Q9H0H0
Q86VU5,Q9UIA9
Q86VU5,Q16637
Q86VU5,Q9UP83
Q86VU5,Q86UT6
Q86VU5,P50748
Q86VU5,Q96JB5
Q86VU5,O60763
Q86VU5,Q9ULF5
Q86VU5,Q66K14
Q86VU5,Q8N1F8
Q86VU5,Q8N201
O14595,O15194
O14595,C9IYG0
O14595,Q71U36
O14595,P12235
O14595,P02686
O14595,Q8IZ07
O14595,Q3ZCM7
O14595,Q99618
Q9UER7,Q9BXS6
Q9UER7,Q96JM3
Q9UER7,Q9BQF6
Q9UER7,P46100
Q9UER7,Q96ST3
Q9UER7,Q96T68
Q9UER7,Q93009
Q9UER7,Q8TEK3
Q9UER7,P62249
Q9UER7,Q8N9T8
Q9UER7,Q8TBF4
Q9UER7,P78316
Q9UER7,Q9NQV6
Q9UER7,Q8TD47
Q9UER7,P18827
Q9UER7,Q96T88
Q9UER7,P39019
Q9UER7,Q5T3I0
Q9UER7,Q9BVI4
Q9UER7,P68400
Q9UER7,Q8N567
Q9UER7,P35052
Q9UER7,Q9H2P0
Q9UER7,Q7Z3K3
Q9UER7,P62805
Q9UER7,Q8IWS0
Q9UER7,Q3YEC7
Q9UER7,P31431
Q9UER7,O15417
Q9UER7,Q16763
Q9UER7,Q9UGY1
Q9UER7,Q96G21
Q5T6F0,Q9BTE3
Q5T6F0,Q13490
Q8WYA1,Q99743
Q8WYA1,O15516
Q8WYA1,Q16526
Q9BTE1,P61163
Q9BTE1,P42025
Q9BTE1,Q14203
Q9BTE1,O75935
Q9BTE1,Q13561
Q9BTE1,Q9UJW0
Q9BTE1,P52907
Q9BTE1,P47755
Q9BTE1,P47756
Q9BTE1,Q9NZ32
Q9BTE1,Q3ZCM7
Q9BTE1,Q9H3G5
Q9BTE1,O00399
O76075,O00273
O76075,Q9BVS5
O76075,Q86T03
B3SXQ8,Q14117
B3SXQ8,Q14194
B3SXQ8,Q16555
B3SXQ8,O14531
Q96F86,P53675
Q96F86,Q8IZD4
Q96F86,P01861
Q96F86,P01857
Q96F86,Q6P2E9
Q96F86,Q63ZY3
Q96F86,Q14678
Q96F86,Q9NPI6
Q96F86,P26196
Q96F86,Q8NC51
Q96F86,Q8IU60
O43921,P13637
O43921,Q24JP5
O43921,Q14697
O43921,Q9BWS9
O43921,O75354
O43921,Q8N6R0
O43921,Q9UJS0
O43921,Q8IXI1
O43921,Q71U36
O43921,Q9UQ49
O43921,P25445
O43921,O94955
O43921,Q92989
O43921,Q96IV0
O43921,Q7L5N7
O43921,Q9H061
O43921,P04350
O43921,P07437
O43921,Q13509
O43921,Q15155
O43921,Q6UXH1
O43921,Q9UIW2
O43921,Q8TED1
O43921,Q9NWM8
O43921,Q6UW63
O43921,Q5JTY5
O43921,Q96GD4
O43921,Q5VW38
O43921,O95396
O43921,Q2TAA5
O43921,Q9HBH5
O43921,Q8NE01
O43921,Q16651
O43921,Q8IVT2
O43921,Q9BWM7
O43921,P78346
O43921,P15151
O43921,P30532
O43921,Q9Y219
O43921,Q9Y653
O43921,Q86Z23
O43921,Q4G148
O43921,Q9HBR0
O43921,Q99519
O43921,Q99943
O43921,O14880
O43921,Q96H55
O43921,P29122
O43921,Q641Q3
Q9UHY7,P62736
Q9UHY7,Q8N1B4
Q9UHY7,Q9H4P4
Q9UHY7,Q5JU69
Q9BSK4,Q13617
Q9BSK4,Q86UL3
Q9BSK4,Q99653
Q9BSK4,Q93062
Q9BSK4,Q96EK7
Q9BSK4,Q9BQP7
Q9BSK4,Q9BW61
Q9BSK4,Q12996
Q9BSK4,P0CAP2
Q9BSK4,Q6PI48
Q9BSK4,O00515
Q9BSK4,Q8N684
Q9BSK4,Q14493
Q9BSK4,Q9P0T7
Q9BSK4,Q9C0C7
Q9BSK4,O75911
Q9BSK4,P51795
Q9BSK4,P34820
Q9BSK4,Q8IUL8
Q9BSK4,Q4U2R6
Q9BSK4,Q9P2Y4
Q9BSK4,Q9BST9
P49356,P49354
P49356,Q03252
P49356,P27635
P49356,O95147
P49356,P55209
P49356,Q07020
P49356,P61962
P49356,Q13627
P49356,O15498
P49356,P62750
P49356,Q13228
P49356,Q8TF66
P49356,Q86SJ6
P49356,Q93096
P49356,P62070
P32121,Q14978
P02794,P02792
P02794,O75955
P02794,O60231
P02794,O75695
P02794,P10114
P02794,Q9Y3L5
P02794,Q13772
P02794,P07948
P02794,P07947
P02794,Q9Y487
P02794,Q93050
P02794,Q9Y2Q5
P02794,P17252
P02794,P21108
Q8WXI9,Q9UBB5
Q8WXI9,O95983
Q8WXI9,Q12873
Q8WXI9,Q14839
Q8WXI9,Q5TG85
Q8WXI9,O94776
Q8WXI9,Q13330
Q8WXI9,Q9BTC8
Q8WXI9,Q09028
Q8WXI9,O14519
Q9NXC2,Q3B7J2
Q9NXC2,Q6GYQ0
Q9NXC2,Q2PPJ7
Q9NXC2,Q86X10
Q9NXC2,Q9NYR9
Q9NXC2,Q92990
Q9NXC2,Q9BWT7
Q9HAV7,P38646
Q9HAV7,Q8WX93
P40939,P55084
P40939,Q96P70
P40939,Q9BSJ5
P40939,P18827
P40939,P09382
P40939,O75487
P40939,P35052
P40939,P31431
P40939,Q96L58
P40939,Q8IVM0
Q96JK4,Q5T9A4
Q96JK4,P11021
Q96JK4,O75592
Q96JK4,Q96SZ6
Q96JK4,O00411
Q96JK4,Q6P1M0
Q96JK4,P41162
Q96JK4,O43819
Q96JK4,Q9H173
Q96JK4,O94832
Q96JK4,Q5SNT2
Q96JK4,Q4G0M1
Q96JK4,Q7Z7A3
Q96JK4,Q99715
Q96JK4,Q96H55
Q9NWT6,Q9H2K2
Q9NWT6,Q9P2R3
Q9NWT6,O96018
Q9NWT6,Q8NB46
Q9NWT6,P78356
Q9NWT6,Q05086
Q9NWT6,Q05823
Q9NWT6,Q9UM47
Q9NWT6,Q8TBX8
Q02539,Q9UNX3
Q02539,P05387
Q02539,P05386
Q02539,Q4G0J3
Q02539,P62847
Q02539,P36578
Q02539,Q9H9Y2
Q02539,O15042
Q02539,P16989
Q02539,P67809
Q02539,Q6PK04
Q02539,Q1ED39
Q02539,O75533
Q02539,Q99575
Q02539,P61247
Q02539,Q9BQG0
Q02539,Q9GZR7
Q02539,P46783
Q02539,Q8IY81
Q02539,P15880
Q02539,P05455
Q02539,P23396
Q02539,Q9BQ39
Q02539,Q9NQ29
Q02539,Q96PZ2
Q02539,P05388
Q02539,Q96K58
Q02539,P39023
Q02539,Q5JTH9
Q02539,Q92900
Q02539,P78362
Q02539,Q96ME7
Q02539,Q9NUL3
Q02539,Q9H0A0
Q02539,Q7L2E3
Q02539,Q9NY93
Q02539,Q02878
Q02539,P22492
Q02539,Q49A26
Q02539,P19338
Q02539,Q9BXY0
Q02539,Q6ZN55
Q02539,P30050
Q02539,Q9NY61
Q02539,O76021
Q02539,Q9GZR2
Q02539,Q9H8H2
Q02539,P62249
Q02539,Q14562
Q02539,Q9Y3C1
Q02539,Q13206
Q02539,P62266
Q02539,Q9Y4C8
Q02539,O60832
Q02539,P46782
Q02539,Q99459
Q02539,Q8N9T8
Q02539,O96028
Q02539,Q9BRJ6
Q02539,Q96BK5
Q02539,Q5C9Z4
Q02539,Q8TBF4
Q02539,B4DV38
Q02539,Q7Z2W4
Q02539,O95793
Q02539,Q9NUD5
Q02539,Q9NUQ6
Q02539,Q02543
Q02539,Q8TD47
Q02539,O15226
Q02539,Q9NX58
Q02539,Q6P158
Q02539,O75683
Q02539,Q9NWT1
Q02539,Q9BZE4
Q02539,Q9Y3B9
Q02539,Q6PKG0
Q02539,Q659C4
Q02539,P62753
Q02539,P46087
Q02539,Q9UHB9
Q02539,Q969Q0
Q02539,Q14692
Q02539,P60866
Q02539,Q9NZM5
Q02539,P39019
Q02539,Q9BYG3
Q02539,P62841
Q02539,Q5T3I0
Q02539,Q01105
Q02539,Q6PCB5
Q02539,Q5VWQ0
Q02539,Q9BVI4
Q02539,Q13601
Q02539,Q15050
Q02539,Q8WTT2
Q02539,Q8TDN6
Q02539,Q9NVP1
Q02539,Q9UHA3
Q02539,Q9BYD2
Q02539,P18621
Q02539,P62979
Q02539,Q8N567
Q02539,Q8IUX4
Q02539,Q9HAN9
Q02539,Q9H7H0
Q02539,Q15397
Q02539,Q13823
Q02539,Q7L3S4
Q02539,O95625
Q02539,P62277
Q02539,O95478
Q02539,Q15434
Q02539,Q14684
Q02539,P46781
Q02539,Q6DKI1
Q02539,Q00577
Q02539,P08708
Q02539,Q14669
Q02539,Q9NQV6
Q02539,P61513
Q02539,Q9HCM4
Q02539,Q9H329
Q02539,P42696
Q02539,O00566
Q02539,Q9H7B2
Q02539,P62424
Q02539,Q13243
Q02539,P0C0S8
Q02539,Q8IUE6
Q02539,Q9NQ55
Q02539,Q6RFH5
Q02539,Q9NQZ2
Q02539,Q9NV31
Q02539,Q8IWX8
Q02539,Q9UER7
Q02539,Q86XZ4
Q02539,O75569
Q02539,Q15361
Q02539,P78316
Q02539,P49711
Q02539,P17020
Q02539,Q9Y2R4
Q02539,Q15646
Q02539,Q9H0U6
Q02539,Q8WXA9
Q02539,Q96GM8
Q02539,P62854
Q02539,P57071
Q02539,Q9UGY1
Q02539,P62861
Q02539,Q96G21
Q02539,Q86TS9
Q8N5I2,Q96PU5
Q8N5I2,P29475
P10809,Q9UBX3
P10809,Q9BUB7
P10809,Q16795
P10809,Q9BZE1
P10809,Q9H7H0
P10809,Q4G176
P10809,Q96CB9
P10809,O15382
P10809,P22830
P10809,O75251
P10809,P49590
P10809,Q96GW9
P10809,A8MXV4
P10809,O14874
P10809,Q8N465
P10809,Q9BYD3
Q7L985,Q02539
Q7L985,Q96FE5
Q7L985,Q9NVA1
Q7L985,Q92979
Q7L985,Q8NFW8
Q86VH5,O14556
Q86VH5,Q9BT09
Q86VH5,Q9Y4X5
Q5JRA6,Q9HCN8
P56181,O75438
P56181,Q9UI09
P56181,P19404
P56181,O75489
P56181,O96000
P56181,P03905
P56181,O95182
P56181,Q9Y6M9
P56181,O43678
P56181,O75306
P56181,O95167
P56181,P49821
P56181,P28331
P56181,O95169
P56181,Q9NX14
P56181,O95139
P56181,O43181
P56181,O43674
P56181,P17568
P56181,O95299
P56181,Q16795
P56181,P56556
P56181,P03886
P56181,O43676
P56181,Q16718
P56181,O75251
P56181,O95298
P56181,O95168
P56181,O00217
P56181,O14561
P56181,P03915
P56181,Q9P0J0
P56181,O43920
P56181,O15239
Q13253,O15240
Q13253,P27797
Q13253,Q8IWV8
Q13253,Q8WVZ9
Q13253,Q86V97
Q13253,Q9P2N7
Q13253,Q9P2J3
Q13253,Q9Y3D3
Q9BQG2,A3KMH1
Q9BQG2,Q13867
Q9UN74,P56279
Q9UN74,Q9UBC3
Q9UN74,Q9Y6K1
Q9UN74,Q9Y5H3
Q9UN74,Q9NUQ7
Q9UN74,Q9UJX5
Q9UN74,P0CG47
Q9UN74,Q9Y5I3
Q9UN74,Q8TCS8
Q9H765,Q15369
Q9H765,Q93034
Q9H765,Q15370
Q9H765,Q9BVS5
Q9H765,Q13620
Q9H765,Q9NWT6
Q9H765,Q9BW61
Q9H765,Q9HBH5
Q9H765,Q96F44
Q9H765,Q9C0C7
Q9Y5G6,Q9Y5G8
Q9Y5G6,Q9Y5H3
Q9Y5G6,O14556
Q10713,Q02539
Q10713,O75439
Q10713,Q8WV74
Q66LE6,P30154
Q66LE6,P30153
Q66LE6,Q9Y2Q3
Q66LE6,Q9Y375
Q66LE6,Q9BQ95
Q66LE6,Q9BTL4
Q66LE6,P63151
Q66LE6,Q00005
Q66LE6,P60510
Q66LE6,P62714
Q66LE6,P67775
Q66LE6,Q6NZY4
Q66LE6,Q9NPF5
Q66LE6,O95969
Q66LE6,Q9Y580
Q66LE6,O95619
Q66LE6,Q9Y570
Q66LE6,Q14140
Q66LE6,Q7Z309
Q66LE6,Q5VY09
O43741,Q9UGJ0
O43741,P54619
O43741,Q02539
O43741,Q13131
O43741,P54646
P61289,Q99436
P61289,P62280
P61289,O43464
P61289,Q9GZU8
P61289,P38432
P61289,Q9BT73
P61289,P20226
P61289,Q6PCT2
P61289,P82930
P61289,Q9H0U9
Q8TBN0,Q96QF0
Q8TBN0,Q8N9M5
Q8TBN0,Q96A19
Q8TBN0,Q01433
Q8TBN0,P07203
Q8TBN0,Q6PID8
Q8TBN0,P62879
Q8TBN0,O75145
Q12829,Q15370
Q12829,Q15369
Q12829,Q93034
Q12829,Q96S21
Q12829,O95376
Q12829,P53611
Q12829,Q9BUE6
A0AV96,Q9BYN8
A0AV96,Q9NZB2
A0AV96,Q15311
A0AV96,O75127
A0AV96,Q92900
A0AV96,Q9NPE2
A0AV96,Q9NUL3
A0AV96,Q9Y2Z4
A0AV96,Q9Y6M1
A0AV96,O00425
A0AV96,Q7L2E3
A0AV96,Q96KR1
A0AV96,Q14671
A0AV96,Q8TB72
A0AV96,O95208
A0AV96,Q9H201
A0AV96,O95900
A0AV96,Q09161
A0AV96,Q96E29
A0AV96,Q9NYY8
A0AV96,Q8IUH3
A0AV96,O43426
A0AV96,P09001
A0AV96,Q13492
A0AV96,Q96FN4
A0AV96,Q8IYB1
A0AV96,Q6PKG0
A0AV96,Q659C4
A0AV96,P42694
A0AV96,Q71RC2
A0AV96,O00443
A0AV96,Q96I51
A0AV96,Q9H9J2
A0AV96,P82933
A0AV96,P82663
A0AV96,Q99700
A0AV96,Q9HCE1
A0AV96,Q9Y291
A0AV96,Q9UH17
A0AV96,Q8IUX4
A0AV96,Q96FJ0
A0AV96,Q96EL2
A0AV96,P07910
A0AV96,Q9NUL7
A0AV96,Q8TBY0
A0AV96,P14866
A0AV96,Q6P087
A0AV96,Q8IYB8
A0AV96,Q96F44
A0AV96,Q9H8K7
A0AV96,Q8IX01
A0AV96,Q9P015
A0AV96,Q8WWI1
A0AV96,Q9H814
A0AV96,Q9NUD5
A0AV96,Q9Y6G3
A0AV96,Q96EH3
A0AV96,Q9NVS2
A0AV96,Q5BKZ1
Q9HBH5,P50579
Q9HBH5,O14964
Q9HBH5,Q96AQ6
P62910,P36578
P62910,P62913
P62910,P69905
P62910,P68871
P62910,P02042
P62910,P26373
P62910,P40429
P62424,Q9UNX3
P62424,P61254
P62424,P05387
P62424,P05386
P62424,Q9Y221
P62424,P36578
P62424,Q9H9Y2
P62424,P16989
P62424,Q6PK04
P62424,Q1ED39
P62424,Q9NW13
P62424,Q96JP5
P62424,Q99575
P62424,P61247
P62424,Q9BQG0
P62424,P62263
P62424,Q9GZR7
P62424,Q8IY81
P62424,P62913
P62424,Q9Y4B6
P62424,Q9BQ39
P62424,Q9NQ29
P62424,Q9H5H4
P62424,P05388
P62424,Q96K58
P62424,P39023
P62424,Q9Y5J1
P62424,P78362
P62424,Q96ME7
P62424,P62906
P62424,O60832
P62424,P18124
P62424,Q9NUL3
P62424,O95793
P62424,P46777
P62424,Q7L2E3
P62424,Q9NY93
P62424,Q03701
P62424,P10412
P62424,Q49A26
P62424,P19338
P62424,Q9BXY0
P62424,Q9NY61
P62424,Q9H6S0
P62424,Q96GQ7
P62424,Q9GZR2
P62424,B4DLA9
P62424,P23527
P62424,Q13206
P62424,Q9NRW3
P62424,Q9Y3C1
P62424,Q07020
P62424,Q99459
P62424,Q8N9T8
P62424,Q9P031
P62424,O00567
P62424,P62917
P62424,O96028
P62424,Q9BRJ6
P62424,O15479
P62424,Q5C9Z4
P62424,Q9BVJ6
P62424,B4DV38
P62424,Q7Z2W4
P62424,P0C0S8
P62424,Q8IUE6
P62424,Q9H7E9
P62424,O76021
P62424,Q9NUQ6
P62424,Q6PCB5
P62424,Q5VWQ0
P62424,Q15361
P62424,P50914
P62424,O15226
P62424,P06748
P62424,P32969
P62424,Q9NWT1
P62424,Q9BZE4
P62424,Q9Y3B9
P62424,Q9BSC4
P62424,O43422
P62424,Q96EB6
P62424,Q14669
P62424,P49711
P62424,P61353
P62424,Q9BYG3
P62424,Q9BWF3
P62424,P62841
P62424,Q5T3I0
P62424,Q9NQZ2
P62424,P27635
P62424,Q96PZ2
P62424,Q15050
P62424,Q9NXV2
P62424,Q8WTT2
P62424,Q14684
P62424,Q8TDN6
P62424,Q9UHA3
P62424,P62899
P62424,Q14692
P62424,Q8NEJ9
P62424,Q13610
P62424,P61313
P62424,Q9HAN9
P62424,Q15397
P62424,P62750
P62424,Q13823
P62424,P62277
P62424,Q9NY12
P62424,Q9H329
P62424,Q7L3S4
P62424,Q6IQ21
P62424,Q8TD47
P62424,Q9BRZ2
P62424,O95478
P62424,Q68D10
P62424,Q6DKI1
P62424,Q9UPY3
P62424,P40429
P62424,Q9NQV6
P62424,Q9H5J8
P62424,Q9Y324
P62424,O15213
P62424,P61513
P62424,O00566
P62424,Q9H7B2
P62424,P42766
P62424,Q14137
P62424,P26373
P62424,Q9Y3T9
P62424,Q9BU76
P62424,A4D1E9
P62424,Q9Y388
P62424,Q9BRD0
P62424,Q9Y3D3
P62424,Q9NQ55
P62424,Q6RFH5
P62424,Q96G21
P62424,Q5SVQ8
P62424,Q9NV31
P62424,Q96QD9
P62424,O75569
P62424,Q86XZ4
P62424,P17020
P62424,Q53GS7
P62424,Q15572
P62424,Q8NCD3
P62424,Q9H6W3
P62424,P62854
P62424,Q9BW61
P62424,Q96QR8
P62424,Q9UGY1
P62424,Q9ULW3
P62424,Q8N3Z6
P62424,Q9H6R4
P62424,Q86TS9
P62424,Q9H814
Q9Y297,Q96K76
Q9Y297,Q9UKB1
Q9Y297,P42701
Q12770,Q12772
Q12770,P36956
Q12770,P27824
Q12770,P54652
Q12770,Q9HCU5
Q12770,Q9Y4P3
Q12770,Q8IUH5
Q12770,Q8IUH4
Q12770,Q6NUM9
Q12770,O15270
Q12770,Q9NV66
Q12770,P51790
Q12770,Q8NEN9
Q12770,Q16850
Q12770,P04035
Q12770,Q9NRG9
Q12770,Q03519
Q12770,Q96SQ9
Q12770,Q9H6A9
Q12770,Q86Y07
Q12770,Q5VV42
Q12770,Q5K4L6
Q12770,Q5SNT2
Q12770,Q8WUY1
Q12770,Q13370
Q12770,Q8WY22
O00560,P47897
O00560,P68871
O00560,P02042
O00560,P69905
O00560,P09382
P21579,Q8N9I0
Q15750,O43318
Q15750,Q8N5C8
Q15750,P60903
Q15750,Q9NYJ8
Q15750,Q9HBH5
P56279,Q9UBC3
P56279,Q9Y6K1
P56279,Q9Y5H3
P56279,Q5SWX8
P56279,Q9NUQ7
P56279,Q9UJX5
P56279,Q8TCS8
Q01664,Q9P1U1
Q01664,Q9Y297
Q01664,Q9UKB1
Q01664,P17252
O14656,Q8NFQ8
O14656,P27824
O14656,Q96TC7
O14656,Q9H1A3
O14656,O14657
O14656,O14880
O14656,Q5JU69
O14656,Q8WY22
P67936,P06753
P67936,P07951
P67936,P09493
Q96N21,O00189
Q96N21,P11142
Q96N21,Q9Y6B7
Q96N21,Q7Z3E2
Q96N21,Q9UPM8
Q96N21,Q9BUE6
Q96N21,Q7Z7L7
Q96N21,Q9Y587
Q96N21,Q86U28
Q96N21,P53350
Q96N21,Q96F44
Q96DX7,Q13617
Q96DX7,Q9UK73
Q96DX7,Q9NUQ6
Q96DX7,Q5TA31
Q96DX7,Q6Q0C0
Q96DX7,Q96F44
Q96DX7,Q96LD4
Q9NXH9,Q9UHX1
Q9NXH9,Q02539
Q9NXH9,O75190
Q9NXH9,Q13885
Q9BVS5,Q99797
Q9BVS5,Q8NI37
Q9Y3Q8,O75419
Q9Y3Q8,Q9UQQ2
Q9Y3Q8,Q96GX9
Q9Y3Q8,P13674
Q9Y3Q8,O75157
Q9Y3Q8,Q15714
Q9Y3Q8,Q99576
Q9Y3Q8,Q13257
Q9Y3Q8,Q9NSY0
Q9Y3Q8,Q9UHY1
Q9Y3Q8,P52306
Q9Y3Q8,Q9H3G5
Q9Y3Q8,P56279
Q9Y3Q8,Q9NNW5
Q9Y3Q8,Q9Y297
Q9Y3Q8,Q9UKB1
Q9Y3Q8,P61586
Q9Y3Q8,Q14145
Q9Y3Q8,Q9BZL6
Q9Y3Q8,O43813
Q9Y3Q8,Q15018
Q9Y3Q8,Q15013
P43897,Q8NC51
P55072,P02452
P55072,Q9UNZ2
P55072,Q9H867
P55072,P08123
Q13426,P49917
Q13426,Q5TF58
Q6AW86,Q9H9Y2
Q6AW86,Q13263
Q6AW86,Q6ZN06
Q6AW86,O75467
Q6AW86,Q9UPN9
Q6AW86,Q9Y657
Q6AW86,Q5JUX0
Q6AW86,Q9HCM9
Q6AW86,Q5JTW2
Q9BU19,P31937
Q9BU19,Q9NXV2
Q9BU19,Q96PN6
Q9BU19,Q86XK2
Q9BU19,P13284
Q8N4C9,Q9Y639
Q8N4C9,P20020
Q8N4C9,Q01814
Q8N4C9,Q16720
Q8N4C9,P31321
Q8N4C9,P12931
Q8N4C9,Q9HCU4
Q9ULD5,Q9BS26
Q9ULD5,Q7Z2W4
Q9ULD5,Q14393
Q9ULD5,Q9Y573
Q9ULD5,Q00987
Q6UXA7,Q9BT73
Q6UXA7,Q02818
Q6UXA7,Q5JS54
Q8IW50,Q02539
Q8IW50,Q6ZT12
Q8IW50,Q92878
Q96HB5,O00170
Q96HB5,O75718
Q96HB5,Q02539
Q96HB5,Q32P28
Q96HB5,Q9P2G9
Q96HB5,O43739
Q96HB5,Q15438
Q96HB5,Q99418
Q96HB5,Q9UIA0
P48643,P50991
P48643,Q92526
P48643,P40227
P48643,Q9Y5J1
P48643,Q9H2J4
P48643,P17987
P48643,Q9BY44
P48643,Q6P1N9
P48643,P68363
P48643,Q13371
P48643,Q9NV06
P48643,Q12834
P48643,Q9GZS3
P48643,Q92466
P48643,Q6RFH5
P48643,Q9P2G9
P48643,P62873
P48643,O14530
P48643,O15379
P48643,Q15572
P48643,Q9NZJ0
P48643,Q9BVC4
P48643,Q96AX9
P48643,Q6PCD5
P48643,P61962
Q12834,O60566
Q12834,Q13257
Q12834,P13489
Q12834,Q9HBH5
P55273,Q02539
P55273,P11802
P55273,Q00534
Q8N6W0,Q8TB72
Q8N6W0,Q99700
Q8N6W0,O43347
Q8N6W0,O95271
O43521,Q07817
O43521,Q07820
Q13490,P08651
Q13490,Q8TD20
Q13490,Q12933
Q13490,Q9NR28
Q13490,P98170
Q13490,O43464
O00399,Q9NZ32
O00399,Q9H3G5
O00399,P61163
O00399,P42025
O00399,Q14203
O00399,O75935
O00399,Q13561
O00399,Q9UJW0
O00399,P47755
O00399,P47756
O95865,O43491
O95865,P51610
Q96DF8,Q9UMS4
P51530,O76071
P51530,Q9Y3D0
P51530,P62736
P51530,Q96T76
P51530,O76003
P51530,P18074
P51530,Q9UHY1
Q9GZU0,P42357
P52803,O60361
P52803,Q03519
P52803,Q03518
P52803,Q14344
Q8TE68,Q9Y2A7
Q8TE68,P14735
Q8TE68,Q9UQB8
Q8TE68,Q96F07
Q8TE68,Q6ZUM4
Q8TE68,Q9Y6W5
Q8TE68,Q8WVZ9
Q8TE68,Q8IZP0
P84090,Q9NYF8
P84090,Q9Y2W1
P84090,Q9NR22
P84090,Q99873
P84090,Q5VWN6
P84090,Q8NEY8
P84090,Q14739
P84090,Q8WYQ5
P84090,Q9H307
P84090,A2AJT9
P84090,Q9H4L5
P84090,Q9ULV3
P84090,Q96QD9
Q12950,P07437
Q12950,Q3ZCM7
Q12950,P38646
Q12950,P30154
Q12950,P30153
Q12950,Q96C00
Q12950,P68366
Q12950,Q71U36
Q12950,Q66LE6
Q12950,P63151
Q12950,P60510
Q12950,P62714
Q12950,P67775
Q12950,Q5H9R7
Q12950,Q15120
Q12950,Q9GZU8
Q12950,Q86VI3
Q12950,B2CI53
Q12950,O94761
Q12950,Q96RG2
E9PK12,Q7L5D6
E9PK12,Q9BU20
E9PK12,P11441
P06241,P51812
P06241,Q8WYL5
P06241,P10644
P01275,Q9H7D7
P01275,Q8IUR7
P01275,Q9UL63
P01275,Q7L5Y9
P01275,O15240
P01275,Q9H871
P01275,Q96G75
P01275,Q96S59
P01275,Q6VN20
P01275,Q8IVV7
P01275,Q9Y4C2
P01275,Q9NWU2
P01275,P62699
P01275,Q96E35
Q9UQM7,O95163
Q9UQM7,Q13555
Q9UQM7,Q13557
Q9UQM7,O75608
Q9UQM7,Q1KMD3
Q9UQM7,Q6IA86
Q9UQM7,Q53EP0
Q9UQM7,P83111
Q9UQM7,Q9NRH2
Q9UQM7,Q14244
Q9UQM7,A7KAX9
Q9UQM7,O43318
P63244,P42694
P15586,P10809
P15586,Q9NYU2
P15586,P11717
P15586,Q9UK22
P15586,Q8NBK3
Q13098,Q8WXC6
Q13098,Q99627
Q13098,P61201
Q13098,Q9BT78
Q13098,Q13619
Q13098,Q9NWX5
Q13098,Q13617
Q13098,Q13618
Q13098,Q16531
Q13098,Q9UNS2
Q13098,Q9C0D3
Q13098,Q7L5N1
Q13098,Q92466
Q13098,Q9H9Q2
Q13098,Q9P2G9
Q13098,Q92905
Q13098,Q92624
Q13098,Q9UBW8
Q13098,Q9UK73
Q13098,Q9H0C5
Q13098,Q9BX70
Q13098,Q96JP0
Q13098,Q9P2N7
Q13098,Q9P2J3
Q13098,Q58WW2
Q13098,Q96L50
Q13098,Q8TEB1
Q13098,Q8TEL6
Q13098,O94889
Q13098,Q9P2K6
Q13098,A1KZ92
Q13098,Q8N4N3
Q9Y2Q3,P10809
Q9Y2Q3,P30153
Q9Y2Q3,O00142
P52657,O75695
P52657,P62380
P52657,P52655
P52657,Q96DA0
P52657,Q9UBG3
P52657,P20226
Q9Y5Z7,Q92526
Q9Y5Z7,Q8NFC6
Q9Y5Z7,Q9UBL3
Q9Y5Z7,Q15291
Q9Y5Z7,Q8IVD9
Q9Y5Z7,P14314
Q9Y5Z7,O15047
Q9Y5Z7,Q03164
Q9Y5Z7,Q9P0U4
Q9HC96,Q3ZCM7
Q9HC96,P78559
Q9HC96,P46821
Q9HC96,Q5T4S7
Q9HC96,Q13188
Q9HC96,Q13043
Q9HC96,Q66K74
Q9HC96,Q71U36
Q9HC96,P78371
Q9HC96,Q96HN2
Q9HC96,O43865
Q9HC96,P0CB43
Q9HC96,Q96N67
Q9HC96,Q9P0J7
Q9HC96,Q8IVT2
Q9HC96,Q9Y5B8
Q9NQE9,P47813
